id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
29632667,2018/05/08 9:13 AM UTC,2018-05-08,,UTC,2055419,aparajita_datta,2019-07-27 12:54:05 UTC,2020-08-13 13:24:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/29632667,https://inaturalist-open-data.s3.amazonaws.com/photos/46255945/medium.jpeg?1564231868,,"",,8,3,false,,"Senchal Forest, West Bengal, India",26.9966698698,88.2664448713,977,,,,977,,open,false,,,Muntiacus vaginalis,Muntiacus vaginalis,Northern Red Muntjac,Mammalia,74659,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Cervidae,Cervinae,,Muntiacini,,Muntiacus,,Muntiacus vaginalis,,,,
30616716,2017/11/18 10:28 AM IST,2017-11-18,2017-11-18 04:58:00 UTC,Chennai,6490,manojkmohan,2019-08-11 15:43:13 UTC,2019-08-11 15:48:17 UTC,casual,CC-BY,https://www.inaturalist.org/observations/30616716,https://inaturalist-open-data.s3.amazonaws.com/photos/47840109/medium.jpg?1565537652,,"",,1,0,true,,"ഈസ്റ്റ് സിക്കിം, സിക്കിം, ഇന്ത്യ",27.382099913,88.8049129154,1506,,,,1506,,,false,,,Domestic Cat,Felis catus,Domestic Cat,Mammalia,118552,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Felidae,Felinae,,,,Felis,,Felis catus,,,,
30616720,2017/11/18 3:07 PM IST,2017-11-18,2017-11-18 09:37:00 UTC,Chennai,6490,manojkmohan,2019-08-11 15:43:14 UTC,2021-05-04 11:24:09 UTC,casual,CC-BY,https://www.inaturalist.org/observations/30616720,https://inaturalist-open-data.s3.amazonaws.com/photos/47840409/medium.jpg?1565537805,,"",,1,0,true,,"ഈസ്റ്റ് സിക്കിം, സിക്കിം, ഇന്ത്യ",27.3762963611,88.7605969444,,,,,,,,false,,,Domestic Yak,Bos grunniens,Domestic Yak,Mammalia,889089,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Bovinae,,Bovini,,Bos,,Bos grunniens,,,,
30616722,2017/11/18 4:08 PM IST,2017-11-18,2017-11-18 10:38:00 UTC,Chennai,6490,manojkmohan,2019-08-11 15:43:15 UTC,2019-08-11 15:48:20 UTC,casual,CC-BY,https://www.inaturalist.org/observations/30616722,https://inaturalist-open-data.s3.amazonaws.com/photos/47840544/medium.jpg?1565537870,,"",,1,0,true,,"ഈസ്റ്റ് സിക്കിം, സിക്കിം, ഇന്ത്യ",27.382099913,88.8049129154,1506,,,,1506,,,false,,,Domestic Dog,Canis familiaris,Domestic Dog,Mammalia,47144,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Canidae,,,,,Canis,,Canis familiaris,,,,
31276690,2016/06/26 3:20 PM IST,2016-06-26,2016-06-26 09:50:00 UTC,Kolkata,13193,rohitmg,2019-08-22 07:14:16 UTC,2020-07-17 07:09:35 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/31276690,https://inaturalist-open-data.s3.amazonaws.com/photos/48938018/medium.jpg?1566456733,,"",,2,0,false,,"Champasari Forest, West Bengal, India",26.8079414368,88.4208526611,,,,,,,,false,,,Himalayan Gray Langur,Semnopithecus schistaceus,Himalayan Gray Langur,Mammalia,1070741,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Primates,Haplorhini,,Cercopithecidae,Colobinae,,Presbytini,,Semnopithecus,,Semnopithecus schistaceus,,,,
31904301,2016/06/01 6:37 PM IST,2016-06-01,2016-06-01 13:07:00 UTC,Chennai,1250948,mahathi,2019-09-01 08:55:23 UTC,2019-09-01 11:41:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/31904301,https://inaturalist-open-data.s3.amazonaws.com/photos/49984582/medium.jpeg?1567327991,,"",,1,0,false,,"Uttarey, Sikkim, India",27.2593453164,88.0935084967,977,,,,977,,open,false,,,Irrawaddy Squirrel,Callosciurus pygerythrus,Irrawaddy Squirrel,Mammalia,45953,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Callosciurinae,,Callosciurini,,Callosciurus,,Callosciurus pygerythrus,,,,
32040340,2013-09-13 3:36:00 ПП GMT+06:00,2013-09-13,2013-09-13 09:36:00 UTC,Almaty,2203440,maomax,2019-09-03 07:37:17 UTC,2021-02-16 14:35:32 UTC,research,,https://www.inaturalist.org/observations/32040340,https://static.inaturalist.org/photos/50213682/medium.png?1567496241,,"",,3,0,false,2,"Сикким 737116, Индия",27.5605326853,88.4249119833,89230,,,,89230,,open,false,gps,gps,Domestic Pig,Sus scrofa domesticus,Domestic Pig,Mammalia,324492,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Suina,,Suidae,,,,,Sus,,Sus scrofa,,Sus scrofa domesticus,,
32998937,2017/05/05 1:04 PM +0600,2017-05-05,2017-05-05 07:04:00 UTC,Dhaka,1463753,sethmiller,2019-09-19 09:28:17 UTC,2019-10-10 17:41:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/32998937,https://inaturalist-open-data.s3.amazonaws.com/photos/51794845/medium.jpeg?1568884660,,"",,1,0,false,,"Chauk Bazaar, Darjeeling, West Bengal, India",27.0453292147,88.2674943978,15,,,,15,,open,false,,,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Primates,Haplorhini,,Cercopithecidae,Cercopithecinae,,Papionini,,Macaca,,Macaca mulatta,,,,
34149738,2019-05-05,2019-05-05,,Mumbai,1410695,paragkokane,2019-10-10 05:40:37 UTC,2020-11-14 01:26:05 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/34149738,https://inaturalist-open-data.s3.amazonaws.com/photos/53708351/medium.jpeg?1570686055,,"",,4,0,true,333,India,27.1732375464,88.2460750883,,,,,29775,,obscured,true,,,Panda-vermelho,Ailurus fulgens,Red Panda,Mammalia,41653,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ailuridae,,,,,Ailurus,,Ailurus fulgens,,,,
34443885,2019-05-05,2019-05-05,,Mumbai,1410695,paragkokane,2019-10-16 07:06:50 UTC,2021-01-28 07:40:56 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/34443885,https://inaturalist-open-data.s3.amazonaws.com/photos/54211183/medium.jpeg?1571209630,,"","",3,1,false,333,India,27.3318504001,88.7876999336,,,,,29751,,obscured,true,,,Musk Deer,Moschus,Musk Deer,Mammalia,42141,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Moschidae,,,,,Moschus,,,,,,
34524325,2018-03-28,2018-03-28,,UTC,2373828,subhadeepdas,2019-10-18 03:43:47 UTC,2020-04-05 16:12:37 UTC,casual,,https://www.inaturalist.org/observations/34524325,https://inaturalist-open-data.s3.amazonaws.com/photos/54346259/medium.jpeg?1571370232,,"",,3,0,true,333,"Darjiling, IN-WB, IN",26.7427400932,88.2374019916,,,,,29822,,obscured,true,,,Tiger,Panthera tigris,Tiger,Mammalia,41967,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Felidae,Pantherinae,,,,Panthera,,Panthera tigris,,,,
34851067,2017-12-28 4:38:00 PM IST,2017-12-28,2017-12-28 16:38:00 UTC,UTC,2102234,sahanam,2019-10-24 23:17:39 UTC,2020-11-14 01:03:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34851067,https://inaturalist-open-data.s3.amazonaws.com/photos/54901754/medium.jpeg?1571959085,,"",,4,0,false,2,India,27.186452021,88.1721137491,1052,,,,29775,,obscured,true,gps,gps,Ailurus fulgens fulgens,Ailurus fulgens fulgens,Himalayan Red Panda,Mammalia,623378,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ailuridae,,,,,Ailurus,,Ailurus fulgens,,Ailurus fulgens fulgens,,
35022574,2018-11-18 8:42:15 AM GMT+05:30,2018-11-18,2018-11-18 03:12:15 UTC,Chennai,2304517,supratimdeb,2019-10-28 20:54:23 UTC,2019-11-05 16:02:38 UTC,research,CC-BY,https://www.inaturalist.org/observations/35022574,https://inaturalist-open-data.s3.amazonaws.com/photos/55196788/medium.jpg?1572296069,,"",,1,0,false,2,"Aritar, Sikkim, India",27.1862424838,88.6797104403,132,,,,132,,open,false,gps,gps,Irrawaddy Squirrel,Callosciurus pygerythrus,Irrawaddy Squirrel,Mammalia,45953,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Callosciurinae,,Callosciurini,,Callosciurus,,Callosciurus pygerythrus,,,,
35519605,2016-11-24 1:42:27 PM GMT+05:30,2016-11-24,2016-11-24 08:12:27 UTC,Chennai,2430513,parsu,2019-11-10 06:42:52 UTC,2021-06-09 01:51:37 UTC,research,,https://www.inaturalist.org/observations/35519605,https://static.inaturalist.org/photos/56016269/medium.jpeg?1573368186,,"",,3,0,false,2,"Sikkim, IN",27.2654168181,88.5635146366,698,,,,29751,,obscured,true,gps,gps,Dhole,Cuon alpinus,Dhole,Mammalia,42101,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Canidae,,,,,Cuon,,Cuon alpinus,,,,
35519798,2019-11-09 9:33:33 AM GMT+05:30,2019-11-09,2019-11-09 04:03:33 UTC,Chennai,2430523,savproy,2019-11-10 06:52:38 UTC,2019-11-10 10:55:40 UTC,casual,,https://www.inaturalist.org/observations/35519798,https://static.inaturalist.org/photos/56016588/medium.jpeg?1573368768,,"",,0,0,true,2,"Singtam, Sikkim 737134, India",27.2310886383,88.494720459,,,,,,,,false,gps,gps,,Rodentia,Rodents,Mammalia,43698,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,,,,,,,,,,,,,,
35850761,2019-11-18 3:46:45 PM GMT+05:30,2019-11-18,2019-11-18 10:16:45 UTC,Chennai,2422534,cindy466,2019-11-19 14:50:18 UTC,2019-11-20 21:21:42 UTC,casual,,https://www.inaturalist.org/observations/35850761,https://static.inaturalist.org/photos/56584869/medium.jpeg?1574175028,,"",,6,0,true,2,India,27.9874293676,88.6817700875,1052,,,,29680,,obscured,true,gps,gps,Cattle,Bos,Cattle,Mammalia,42396,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Bovinae,,Bovini,,Bos,,,,,,
36749481,2019/08/27,2019-08-27,,Kolkata,13193,rohitmg,2019-12-18 11:22:39 UTC,2019-12-19 02:44:05 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/36749481,https://inaturalist-open-data.s3.amazonaws.com/photos/58141322/medium.jpg?1576667193,,"",,1,0,false,,"Tadong, Gangtok, Sikkim 737102, India",27.3120883593,88.5952811063,1000,,,,1000,,open,false,,,Irrawaddy Squirrel,Callosciurus pygerythrus,Irrawaddy Squirrel,Mammalia,45953,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Callosciurinae,,Callosciurini,,Callosciurus,,Callosciurus pygerythrus,,,,
36940228,2019-10-17 7:39:44 PM GMT+05:30,2019-10-17,2019-10-17 14:09:44 UTC,Chennai,1385725,arun-subba,2019-12-25 15:58:32 UTC,2019-12-26 04:37:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36940228,https://inaturalist-open-data.s3.amazonaws.com/photos/58475297/medium.jpeg?1577289519,,"",,1,0,false,2,"Lower Dzongu, Main Road, Hee-Gyathang, Sikkim 737116, India",27.4705848694,88.5089797974,,,,,,,open,false,gps,gps,Leschenault’s Rousette,Rousettus leschenaultii,Leschenault’s Rousette,Mammalia,75044,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yinpterochiroptera,,Pteropodidae,Rousettinae,,Rousettini,,Rousettus,,Rousettus leschenaultii,,,,
37065287,Wed Dec 26 2012 00:05:58 GMT+1300 (GMT+13),2012-12-26,2012-12-25 11:05:58 UTC,Nuku'alofa,1848104,icinsingapore,2019-12-29 15:24:24 UTC,2021-03-14 06:39:09 UTC,research,,https://www.inaturalist.org/observations/37065287,https://static.inaturalist.org/photos/58697534/medium.jpg?1577633070,,"",,2,0,false,3,"Rangli Rangliot, Darjiling, West Bengal, IN",27.0710487366,88.3283615112,,,,,,,open,false,,,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Primates,Haplorhini,,Cercopithecidae,Cercopithecinae,,Papionini,,Macaca,,Macaca mulatta,,,,
37125478,2008/06/02 10:20 AM CEST,2008-06-02,2008-06-02 08:20:00 UTC,Paris,1638987,mnauky,2019-12-31 09:15:02 UTC,2021-03-14 06:39:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37125478,https://inaturalist-open-data.s3.amazonaws.com/photos/58802967/medium.jpg?1577783558,,"",,2,0,false,,"Tungsung Basti, Darjeeling, West Bengal 734101, Indie",27.0350921694,88.2660795149,2,,,,2,,open,false,,,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Primates,Haplorhini,,Cercopithecidae,Cercopithecinae,,Papionini,,Macaca,,Macaca mulatta,,,,
37432563,2019-12-13 1:06:56 PM GMT+05:30,2019-12-13,2019-12-13 07:36:56 UTC,Kolkata,2304517,supratimdeb,2020-01-09 18:34:49 UTC,2020-01-11 10:13:05 UTC,research,CC-BY,https://www.inaturalist.org/observations/37432563,https://inaturalist-open-data.s3.amazonaws.com/photos/59341075/medium.jpg?1578594894,,"",,2,0,false,2,Takdah,27.0375417406,88.3603575826,2104,,,,2104,,open,false,gps,gps,muntžak červený,Muntiacus vaginalis,Northern Red Muntjac,Mammalia,74659,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Cervidae,Cervinae,,Muntiacini,,Muntiacus,,Muntiacus vaginalis,,,,
38526014,2020-02-06 7:50:32 AM GMT+05:30,2020-02-06,2020-02-06 02:20:32 UTC,Kolkata,13193,rohitmg,2020-02-11 02:48:53 UTC,2020-05-21 09:32:21 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/38526014,https://inaturalist-open-data.s3.amazonaws.com/photos/61242648/medium.jpeg?1581389369,,"",,1,0,false,2,"East Sikkim, IN-SK, IN",27.3091869354,88.5964431763,,,,,,,open,false,gps,gps,Northern Red Muntjac,Muntiacus vaginalis,Northern Red Muntjac,Mammalia,74659,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Cervidae,Cervinae,,Muntiacini,,Muntiacus,,Muntiacus vaginalis,,,,
40519492,2019-06-16 9:38:57 AM PDT,2019-06-16,2019-06-16 16:38:57 UTC,Pacific Time (US & Canada),2532559,kitricknielson,2020-03-22 13:25:56 UTC,2021-03-14 06:48:16 UTC,needs_id,,https://www.inaturalist.org/observations/40519492,https://static.inaturalist.org/photos/64213591/medium.jpeg?1584883566,,"",,2,1,false,2,"Darjiling, IN-WB, IN",26.9479600884,88.5033894904,,,,,29798,,obscured,true,gps,gps,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Primates,Haplorhini,,Cercopithecidae,Cercopithecinae,,Papionini,,Macaca,,Macaca mulatta,,,,
44457208,2019-11-23 7:16:11 AM GMT+05:30,2019-11-23,2019-11-23 01:46:11 UTC,New Delhi,2595050,rajkamal,2020-05-01 09:34:42 UTC,2021-03-14 06:56:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/44457208,https://inaturalist-open-data.s3.amazonaws.com/photos/70489159/medium.jpeg?1588325697,,"",,3,0,false,2,India,27.0255891628,88.3889341775,263,,,,29775,,obscured,true,gps,gps,Macaques,Macaca,Macaques,Mammalia,43444,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Primates,Haplorhini,,Cercopithecidae,Cercopithecinae,,Papionini,,Macaca,,,,,,
44458129,2019-11-22 4:03:21 PM GMT+05:30,2019-11-22,2019-11-22 10:33:21 UTC,New Delhi,2595050,rajkamal,2020-05-01 09:52:22 UTC,2020-05-01 09:52:37 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/44458129,https://inaturalist-open-data.s3.amazonaws.com/photos/70490478/medium.jpeg?1588326754,,"",,0,0,true,2,India,27.1057330759,88.3805008087,,,,,29775,,obscured,true,gps,gps,Tibetan Wolf,Canis lupus filchneri,Tibetan Wolf,Mammalia,699412,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Canidae,,,,,Canis,,Canis lupus,,Canis lupus filchneri,,
44458235,2019-11-22 3:04:10 PM GMT+05:30,2019-11-22,2019-11-22 09:34:10 UTC,New Delhi,2595050,rajkamal,2020-05-01 09:54:36 UTC,2020-05-01 09:54:47 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/44458235,https://inaturalist-open-data.s3.amazonaws.com/photos/70490616/medium.jpeg?1588326884,,"",,0,0,true,2,India,27.1454501211,88.3971863462,263,,,,29775,,obscured,true,gps,gps,Takin,Budorcas taxicolor,Takin,Mammalia,42420,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Antilopinae,,Caprini,,Budorcas,,Budorcas taxicolor,,,,
44458522,2019-11-22 2:55:00 PM GMT+05:30,2019-11-22,2019-11-22 09:25:00 UTC,New Delhi,2595050,rajkamal,2020-05-01 09:59:57 UTC,2021-05-24 11:43:40 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/44458522,https://inaturalist-open-data.s3.amazonaws.com/photos/70490986/medium.jpeg?1588327205,,"",,2,0,true,2,India,27.16685611,88.3456427559,1052,,,,29775,,obscured,true,gps,gps,Goats and Sheep,Caprini,Goats and Sheep,Mammalia,846307,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Antilopinae,,Caprini,,,,,,,,
45059148,2019/04/28 11:04 AM IST,2019-04-28,2019-04-28 05:34:00 UTC,Mumbai,1410695,paragkokane,2020-05-06 10:58:20 UTC,2021-03-27 08:13:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/45059148,https://inaturalist-open-data.s3.amazonaws.com/photos/71439658/medium.jpeg?1588762655,,"",,3,0,false,,"East Sikkim, Sikkim, India",27.3699149145,88.7090659261,488,,,,488,,open,false,,,Beautiful Squirrels,Callosciurini,Beautiful Squirrels,Mammalia,339579,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Callosciurinae,,Callosciurini,,,,,,,,
45590399,2019-05-01T10:57:00+05:30,2019-05-01,2019-05-01 05:27:00 UTC,Mumbai,1410695,paragkokane,2020-05-11 14:30:52 UTC,2020-05-12 07:05:14 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/45590399,https://inaturalist-open-data.s3.amazonaws.com/photos/72297416/medium.jpeg?1589207467,,"",,1,0,true,333,India,27.1382868087,88.2363626355,347,,,,29775,,obscured,true,,,Snow Leopard,Panthera uncia,Snow Leopard,Mammalia,74831,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Felidae,Pantherinae,,,,Panthera,,Panthera uncia,,,,
45590736,2019-04-29T08:56:00+05:30,2019-04-29,2019-04-29 03:26:00 UTC,Mumbai,1410695,paragkokane,2020-05-11 14:35:16 UTC,2020-11-17 21:55:55 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/45590736,https://inaturalist-open-data.s3.amazonaws.com/photos/72297946/medium.jpeg?1589207727,,"",,4,0,false,333,India,27.2570519372,88.9954321648,4829,,,,29751,,obscured,true,,,Cattle,Bos,Cattle,Mammalia,42396,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Bovinae,,Bovini,,Bos,,,,,,
50865810,,,,UTC,2543766,avinashbhoi,2020-06-25 09:17:27 UTC,2020-07-02 13:37:23 UTC,casual,,https://www.inaturalist.org/observations/50865810,https://static.inaturalist.org/photos/80792133/medium.jpeg?1593076652,,"",,0,0,false,2,"Chauk Bazaar, Darjeeling, West Bengal, India",27.0433285098,88.2680148259,3920,,,,3920,,open,false,gps,gps,Orange-bellied Himalayan Squirrel,Dremomys lokriah,Orange-bellied Himalayan Squirrel,Mammalia,46172,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Callosciurinae,,Callosciurini,,Dremomys,,Dremomys lokriah,,,,
53365882,2015/06/22 12:25 PM +0600,2015-06-22,2015-06-22 06:25:00 UTC,Astana,3328432,sabarnisarker,2020-07-17 14:30:24 UTC,2020-11-15 22:14:28 UTC,casual,CC-BY-NC-ND,https://www.inaturalist.org/observations/53365882,https://static.inaturalist.org/photos/84874230/medium.jpeg?1594996178,,"",,1,0,true,,India,27.0603215802,88.2990248209,4418,,,,29775,,obscured,true,,,Red Panda,Ailurus fulgens,Red Panda,Mammalia,41653,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ailuridae,,,,,Ailurus,,Ailurus fulgens,,,,
53432308,2020-07-18 7:50:12 AM GMT+05:30,2020-07-18,2020-07-18 02:20:12 UTC,New Delhi,2595050,rajkamal,2020-07-18 02:20:58 UTC,2021-06-09 05:14:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53432308,https://inaturalist-open-data.s3.amazonaws.com/photos/84983833/medium.jpg?1595038865,,"",,7,0,false,2,India,27.125156129,88.205301223,263,,,,29775,,obscured,true,gps,gps,Panda rojo,Ailurus fulgens,Red Panda,Mammalia,41653,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ailuridae,,,,,Ailurus,,Ailurus fulgens,,,,
53477604,2020-07-11 8:49:25 AM GMT+05:30,2020-07-11,2020-07-11 03:19:25 UTC,Chennai,3011673,punambhutia,2020-07-18 14:51:24 UTC,2020-07-18 14:51:24 UTC,casual,,https://www.inaturalist.org/observations/53477604,,,"",,0,0,false,2,"Lower Fagu Tea Garden, West Bengal 735231, India",26.9538712,88.6996328,1812,,,,1812,,open,false,,,,Macaca mulatta,Rhesus Macaque,Mammalia,43460,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Primates,Haplorhini,,Cercopithecidae,Cercopithecinae,,Papionini,,Macaca,,Macaca mulatta,,,,
53925641,2020-07-22 1:22:03 PM GMT+05:30,2020-07-22,2020-07-22 07:52:03 UTC,Chennai,3332694,anna1481,2020-07-22 07:56:26 UTC,2020-07-22 16:40:29 UTC,casual,,https://www.inaturalist.org/observations/53925641,https://static.inaturalist.org/photos/85784086/medium.jpeg?1595404593,,"",,2,0,true,2,"Tathangchen Area, Gangtok, Sikkim 737101, India",27.3276806049,88.6174359173,33,,,,33,,,false,gps,gps,Домашняя Собака,Canis familiaris,Domestic Dog,Mammalia,47144,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Canidae,,,,,Canis,,Canis familiaris,,,,
57853286,2019-05-08 8:20:52 AM GMT+05:30,2019-05-08,2019-05-08 02:50:52 UTC,Chennai,3522844,sandipan2001,2020-08-28 19:04:18 UTC,2020-08-28 19:18:08 UTC,research,CC-BY,https://www.inaturalist.org/observations/57853286,https://static.inaturalist.org/photos/92315927/medium.jpeg?1598641468,,"",,1,0,false,2,Shingba Rhododendron Sanctuary,27.8012862148,88.7695198506,349,,,,349,,,false,gps,gps,Yak,Bos grunniens,Domestic Yak,Mammalia,889089,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Bovinae,,Bovini,,Bos,,Bos grunniens,,,,
58219966,2019/05/06 3:35 PM UTC,2019-05-06,,UTC,3522844,sandipan2001,2020-09-01 05:26:13 UTC,2020-11-14 01:32:25 UTC,casual,CC-BY,https://www.inaturalist.org/observations/58219966,https://static.inaturalist.org/photos/92930616/medium.jpeg?1598938365,,"","",3,0,true,,"Sikkim, IN",27.2243072801,88.7692192009,187,,,,29751,,obscured,true,,,Panda,Ailurus fulgens,Red Panda,Mammalia,41653,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ailuridae,,,,,Ailurus,,Ailurus fulgens,,,,
58220456,2019/05/06 3:28 PM UTC,2019-05-06,,UTC,3522844,sandipan2001,2020-09-01 05:44:19 UTC,2021-06-12 06:03:57 UTC,casual,CC-BY,https://www.inaturalist.org/observations/58220456,https://static.inaturalist.org/photos/92931116/medium.jpeg?1598938915,,"",,1,0,true,,"Sikkim, IN",27.2993921029,88.6919838803,187,,,,29751,,obscured,true,,,Leopard,Panthera pardus,Leopard,Mammalia,41963,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Felidae,Pantherinae,,,,Panthera,,Panthera pardus,,,,
58220775,2019/05/06 3:42 PM UTC,2019-05-06,,UTC,3522844,sandipan2001,2020-09-01 05:51:04 UTC,2020-09-01 07:51:42 UTC,casual,CC-BY,https://www.inaturalist.org/observations/58220775,https://static.inaturalist.org/photos/92931504/medium.jpeg?1598939264,,"","",2,0,true,,"Sikkim, IN",27.338439625,88.6183752053,187,,,,29751,,obscured,true,,,Caprini,Caprini,Goats and Sheep,Mammalia,846307,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Antilopinae,,Caprini,,,,,,,,
58221177,2019/05/06 3:16 PM UTC,2019-05-06,,UTC,3522844,sandipan2001,2020-09-01 06:03:46 UTC,2021-03-04 21:04:36 UTC,research,CC-BY,https://www.inaturalist.org/observations/58221177,https://static.inaturalist.org/photos/92931790/medium.jpeg?1598939537,,"","",3,0,false,,"Sikkim, IN",27.208775127,88.6256371561,187,,,,29751,,obscured,true,,,Asian Black Bear,Ursus thibetanus,Asian Black Bear,Mammalia,41647,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus thibetanus,,,,
